21-Sep-2023 20:38:14 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5058559e+01	2.5839571e-02	-7.1601749e+01	1.8831799e-02	-9.2491867e+01	1.2552526e-02	-1.1734071e+02	6.8573315e-03	-1.4988991e+02	3.6804706e-03	-3.2496131e+00	3.2278264e-04	-8.9726041e+01
-1.4758559e+01	2.7014986e-02	-7.0539312e+01	1.9917955e-02	-8.9293860e+01	1.2804704e-02	-1.1550537e+02	8.2105497e-03	-1.4265359e+02	4.7272821e-03	-1.1145446e+01	3.3883738e-03	-7.2505901e+01
-1.4458559e+01	2.8070739e-02	-6.9263897e+01	2.1075271e-02	-8.7929618e+01	1.4273670e-02	-1.1322888e+02	7.9527285e-03	-1.4263696e+02	3.7008711e-03	-2.1842604e+00	1.0787350e-03	-5.4009809e+01
-1.4158559e+01	2.9300570e-02	-6.8417881e+01	2.1706729e-02	-8.5791663e+01	1.5273408e-02	-1.0971326e+02	8.4538645e-03	-1.4237298e+02	5.0411302e-03	-7.2094506e+00	1.0548514e-03	-8.1455066e+01
-1.3858559e+01	3.1044301e-02	-6.7472538e+01	2.3489021e-02	-8.5013588e+01	1.6310070e-02	-1.0932278e+02	8.8358546e-03	-1.2865945e+02	5.5657751e-03	-1.7656484e+02	1.7483848e-03	-5.8341053e+01
-1.3558559e+01	3.1461149e-02	-6.5507161e+01	2.3404641e-02	-8.3169379e+01	1.5737423e-02	-1.0563174e+02	9.8048550e-03	-1.3895333e+02	4.6953184e-03	-1.6651157e+02	2.1930726e-03	-4.2470994e+01
-1.3258559e+01	3.2606839e-02	-6.4259980e+01	2.4522450e-02	-8.3577395e+01	1.7161388e-02	-1.0556554e+02	1.0012413e-02	-1.3139261e+02	6.4716642e-03	-1.6881569e+02	9.1639146e-04	-2.8290523e+01
-1.2958559e+01	3.4476903e-02	-6.2972068e+01	2.5759199e-02	-8.1316703e+01	1.7878594e-02	-9.9044130e+01	1.1585566e-02	-1.3275840e+02	6.2114357e-03	-1.6515622e+02	8.2196490e-04	-1.3243789e+01
-1.2658559e+01	3.6934179e-02	-6.1627439e+01	2.7820888e-02	-7.7908634e+01	1.9956650e-02	-9.8538324e+01	1.2423998e-02	-1.2579839e+02	6.4266005e-03	-1.6329290e+02	6.0521617e-04	-9.1628592e+01
-1.2358559e+01	3.8706473e-02	-5.9500986e+01	2.9544492e-02	-7.6236224e+01	2.1645181e-02	-9.6779346e+01	1.3619046e-02	-1.2517732e+02	7.9180344e-03	-1.5892955e+02	3.0975754e-03	-3.7208128e+01
-1.2058559e+01	4.0465141e-02	-5.8115573e+01	3.1420812e-02	-7.4028409e+01	2.2679436e-02	-9.4671831e+01	1.5093318e-02	-1.1866570e+02	8.5917534e-03	-1.5560380e+02	1.3110427e-03	-1.3027562e+02
-1.1758559e+01	4.2848604e-02	-5.6520175e+01	3.3247004e-02	-7.2327085e+01	2.3852090e-02	-9.2388998e+01	1.5407029e-02	-1.1790146e+02	9.0656625e-03	-1.5208541e+02	1.1827149e-03	-3.2700085e+01
-1.1458559e+01	4.4505454e-02	-5.5773486e+01	3.5190466e-02	-7.1662779e+01	2.5363292e-02	-9.0446165e+01	1.7062453e-02	-1.1576954e+02	9.4820723e-03	-1.4607869e+02	8.7769734e-04	-9.1318927e+01
-1.1158559e+01	4.6949824e-02	-5.4568741e+01	3.6532273e-02	-6.9204346e+01	2.6820312e-02	-8.7978752e+01	1.7055505e-02	-1.1254782e+02	1.0942789e-02	-1.4528613e+02	2.3816720e-03	-9.0617104e+01
-1.0858559e+01	4.9851315e-02	-5.3027958e+01	3.9340180e-02	-6.6794540e+01	2.9468817e-02	-8.5246416e+01	1.9434447e-02	-1.1143764e+02	1.2595870e-02	-1.3815448e+02	3.9259557e-04	-1.1377515e+02
-1.0558559e+01	5.1971610e-02	-5.1057265e+01	4.1725700e-02	-6.5465109e+01	3.0528400e-02	-8.3388195e+01	2.0981050e-02	-1.0845043e+02	1.2941086e-02	-1.3751137e+02	6.5021436e-04	-1.2090265e+02
-1.0258559e+01	5.4557392e-02	-5.0885961e+01	4.3358233e-02	-6.4178182e+01	3.2293680e-02	-8.0979175e+01	2.2511741e-02	-1.0432054e+02	1.3183995e-02	-1.3105516e+02	4.9375406e-04	-1.4040688e+01
-9.9585586e+00	5.7297560e-02	-4.9256907e+01	4.6014155e-02	-6.2822531e+01	3.4273287e-02	-7.9354167e+01	2.4798125e-02	-1.0149623e+02	1.5200036e-02	-1.2731682e+02	2.6111129e-03	-1.2349038e+02
-9.6585586e+00	6.1348744e-02	-4.6672171e+01	4.9851186e-02	-6.0158504e+01	3.7527907e-02	-7.6248279e+01	2.6682165e-02	-9.8225031e+01	1.6095178e-02	-1.2290462e+02	5.6060787e-04	-1.1566772e+02
-9.3585586e+00	6.4178113e-02	-4.5833066e+01	5.2768326e-02	-5.8309954e+01	4.0992053e-02	-7.5297067e+01	2.8385823e-02	-9.4977814e+01	1.7834151e-02	-1.1915449e+02	2.6494937e-03	-5.9662689e+01
-9.0585586e+00	6.9561616e-02	-4.3966864e+01	5.6979627e-02	-5.6378618e+01	4.4442664e-02	-7.2433684e+01	3.2115611e-02	-9.0143852e+01	2.1553692e-02	-1.1757175e+02	1.5066624e-03	-1.4151065e+02
-8.7585586e+00	7.2519979e-02	-4.2988672e+01	6.0112131e-02	-5.4582902e+01	4.7100639e-02	-7.0387416e+01	3.3756777e-02	-8.8790994e+01	2.2219548e-02	-1.1440771e+02	1.2978889e-03	-3.7314611e+01
-8.4585586e+00	7.9929780e-02	-4.1109395e+01	6.6407076e-02	-5.2206714e+01	5.1793742e-02	-6.6903397e+01	3.8419529e-02	-8.4646739e+01	2.6118236e-02	-1.0618907e+02	8.3093778e-04	-4.9499214e+01
-8.1585586e+00	8.3870837e-02	-3.9267403e+01	6.9989325e-02	-5.0307780e+01	5.6752705e-02	-6.4750832e+01	4.1168582e-02	-8.3824138e+01	2.7983809e-02	-1.0434083e+02	4.5679721e-04	-1.4693289e+02
-7.8585586e+00	8.7663967e-02	-3.8232049e+01	7.4114676e-02	-4.9179270e+01	6.0394554e-02	-6.2817232e+01	4.4202734e-02	-8.0242935e+01	3.0404344e-02	-1.0035133e+02	2.6187013e-03	-1.4850853e+02
-7.5585586e+00	9.4223155e-02	-3.6830735e+01	8.0218396e-02	-4.7043439e+01	6.4918876e-02	-5.9848965e+01	4.9042954e-02	-7.7135435e+01	3.5103118e-02	-9.7774970e+01	5.3705873e-04	-4.8702173e+00
-7.2585586e+00	1.0133671e-01	-3.5215474e+01	8.6691216e-02	-4.5281890e+01	7.0494223e-02	-5.7934572e+01	5.3792828e-02	-7.3250578e+01	3.7579111e-02	-9.3349275e+01	2.6524499e-03	-1.1947975e+02
-6.9585586e+00	1.1103908e-01	-3.3594485e+01	9.5880655e-02	-4.2631756e+01	7.9033047e-02	-5.4048225e+01	6.1968382e-02	-6.9104510e+01	4.3815270e-02	-8.7251883e+01	1.3317735e-03	-8.9098106e+01
-6.6585586e+00	1.2049845e-01	-3.1780539e+01	1.0479191e-01	-4.0446903e+01	8.8013977e-02	-5.1424602e+01	6.8068336e-02	-6.5288835e+01	4.9631664e-02	-8.3798817e+01	2.9107588e-03	-2.9531752e+01
-6.3585586e+00	1.3293014e-01	-2.9737577e+01	1.1658596e-01	-3.7982255e+01	9.8498443e-02	-4.8199108e+01	7.8640472e-02	-6.1025884e+01	5.7791980e-02	-7.7918948e+01	1.4565896e-03	-1.7036304e+02
-6.0585586e+00	1.3949132e-01	-2.8985779e+01	1.2247825e-01	-3.6740502e+01	1.0334155e-01	-4.7083131e+01	8.2721760e-02	-5.8955945e+01	6.1901243e-02	-7.4758921e+01	3.3922450e-03	-1.4267307e+02
-5.7585586e+00	1.5212565e-01	-2.7061690e+01	1.3475599e-01	-3.4209367e+01	1.1472165e-01	-4.3667131e+01	9.3414954e-02	-5.5508649e+01	7.1219514e-02	-6.9452220e+01	4.3063681e-03	-1.2996150e+02
-5.4585586e+00	1.6516329e-01	-2.5437136e+01	1.4671345e-01	-3.2401271e+01	1.2642915e-01	-4.1196721e+01	1.0373460e-01	-5.2065754e+01	8.0374770e-02	-6.4776712e+01	5.5327216e-03	-9.4798399e+01
