21-Sep-2023 20:41:47 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.0059039e-01	-1.7168086e+00
6.3852298e+04	8.9840538e-01	-1.8685141e+00
7.2157221e+04	8.9974431e-01	-2.0163074e+00
8.1542320e+04	8.9236967e-01	-2.1225680e+00
9.2148088e+04	8.8589569e-01	-2.2533313e+00
1.0413329e+05	8.7991290e-01	-2.3994315e+00
1.1767734e+05	8.8475508e-01	-2.5306705e+00
1.3298300e+05	8.8310341e-01	-2.7107707e+00
1.5027938e+05	8.8435302e-01	-2.8822309e+00
1.6982540e+05	8.8149345e-01	-3.0808985e+00
1.9191367e+05	8.8089454e-01	-3.2732793e+00
2.1687485e+05	8.7049555e-01	-3.4911179e+00
2.4508258e+05	8.7408474e-01	-3.7096765e+00
2.7695915e+05	8.7161815e-01	-3.9301861e+00
3.1298173e+05	8.6652539e-01	-4.1975676e+00
3.5368956e+05	8.6081961e-01	-4.4806011e+00
3.9969205e+05	8.5691180e-01	-4.7795358e+00
4.5167783e+05	8.5238355e-01	-5.1189775e+00
5.1042512e+05	8.5354713e-01	-5.4614209e+00
5.7681335e+05	8.5218825e-01	-5.8276110e+00
6.5183634e+05	8.4568123e-01	-6.2190617e+00
7.3661717e+05	8.4035276e-01	-6.6606642e+00
8.3242498e+05	8.2766999e-01	-7.1290962e+00
9.4069399e+05	8.2680419e-01	-7.6289506e+00
1.0630450e+06	8.1799692e-01	-8.1439347e+00
1.2013095e+06	8.1176378e-01	-8.7408618e+00
1.3575573e+06	8.0344785e-01	-9.3790154e+00
1.5341274e+06	7.8925576e-01	-1.0066642e+01
1.7336631e+06	7.8559994e-01	-1.0783807e+01
1.9591512e+06	7.6764033e-01	-1.1589332e+01
2.2139674e+06	7.7167561e-01	-1.2362711e+01
2.5019262e+06	7.6038416e-01	-1.3261023e+01
2.8273382e+06	7.4756552e-01	-1.4179302e+01
3.1950747e+06	7.3717390e-01	-1.5247000e+01
3.6106408e+06	7.2374520e-01	-1.6299299e+01
4.0802573e+06	7.0357371e-01	-1.7578464e+01
4.6109543e+06	6.9679075e-01	-1.8805714e+01
5.2106761e+06	6.8481786e-01	-2.0047010e+01
5.8884005e+06	6.7025805e-01	-2.1486895e+01
6.6542729e+06	6.4825851e-01	-2.3031884e+01
7.5197582e+06	6.3830222e-01	-2.4467988e+01
8.4978124e+06	6.2220596e-01	-2.6222996e+01
9.6030769e+06	6.0144213e-01	-2.7990118e+01
1.0852097e+07	5.8236879e-01	-2.9870818e+01
1.2263571e+07	5.5925697e-01	-3.1842265e+01
1.3858627e+07	5.3190240e-01	-3.4014780e+01
1.5661143e+07	5.1534736e-01	-3.6044361e+01
1.7698103e+07	4.9860060e-01	-3.8178050e+01
