21-Sep-2023 19:11:11 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5097297e+01	1.9207595e-02	-3.3823603e+01	1.6417727e-02	-4.3507993e+01	1.3871498e-02	-5.7498428e+01	1.0609600e-02	-8.0271904e+01	7.3574594e-03	-1.0025213e+02	1.9159067e-03	-4.9668619e+01
-1.4797297e+01	1.9206474e-02	-3.3460770e+01	1.6982909e-02	-4.3798094e+01	1.3956086e-02	-5.5191061e+01	1.1327722e-02	-7.6526062e+01	7.7265643e-03	-9.4113179e+01	5.1586146e-04	-4.7034545e-01
-1.4497297e+01	2.0166440e-02	-3.2192686e+01	1.7827163e-02	-4.2169882e+01	1.4512467e-02	-6.2393714e+01	1.1987134e-02	-7.4003893e+01	8.5918430e-03	-9.5564188e+01	1.7391420e-03	-4.0281220e+01
-1.4197297e+01	2.0645460e-02	-3.1579797e+01	1.7902251e-02	-4.1969682e+01	1.5396025e-02	-5.6067452e+01	1.2188570e-02	-7.2263584e+01	8.4044033e-03	-9.7330682e+01	3.2478228e-04	-8.5045295e+01
-1.3897297e+01	2.1302107e-02	-3.1919044e+01	1.8456837e-02	-4.2117099e+01	1.6046743e-02	-5.4275672e+01	1.2270014e-02	-7.2065942e+01	9.3319088e-03	-9.5082361e+01	1.3166494e-03	-1.2003021e+02
-1.3597297e+01	2.2004965e-02	-3.1537617e+01	1.9529539e-02	-3.9309552e+01	1.6283370e-02	-5.2331489e+01	1.3421009e-02	-6.6321054e+01	9.6085406e-03	-9.2734756e+01	1.5227548e-03	-2.2038865e+01
-1.3297297e+01	2.2864318e-02	-2.9704913e+01	1.9825183e-02	-3.9315089e+01	1.6401094e-02	-5.0286602e+01	1.3244928e-02	-6.8619003e+01	1.0727206e-02	-9.2951922e+01	1.3137244e-03	-2.2684721e+01
-1.2997297e+01	2.3597272e-02	-2.9405292e+01	2.0597714e-02	-3.8783802e+01	1.8549378e-02	-5.0542455e+01	1.4361478e-02	-6.7619224e+01	1.0043941e-02	-8.6556069e+01	2.1600888e-03	-1.1598079e+02
-1.2697297e+01	2.3771928e-02	-2.9367582e+01	2.0956311e-02	-3.8190072e+01	1.8248316e-02	-4.9751817e+01	1.5292739e-02	-6.4043653e+01	1.1147491e-02	-8.8464596e+01	2.1767326e-03	-1.0267050e+02
-1.2397297e+01	2.5289561e-02	-2.8567257e+01	2.2723237e-02	-3.7227174e+01	1.9495462e-02	-4.9532264e+01	1.5511439e-02	-6.4490320e+01	1.2339950e-02	-8.3164470e+01	1.4338637e-03	-6.5186063e+01
