21-Sep-2023 18:55:17 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.8665408e-01	-7.9803664e-01
6.3852298e+04	5.8260698e-01	-7.3235929e-01
7.2157221e+04	5.8407952e-01	-7.9029987e-01
8.1542320e+04	5.8428598e-01	-8.5484489e-01
9.2148088e+04	5.8009345e-01	-9.0910654e-01
1.0413329e+05	5.8557645e-01	-9.5553168e-01
1.1767734e+05	5.8306272e-01	-1.0511005e+00
1.3298300e+05	5.8059248e-01	-1.1123718e+00
1.5027938e+05	5.7628963e-01	-1.1905785e+00
1.6982540e+05	5.8059338e-01	-1.2597460e+00
1.9191367e+05	5.7606154e-01	-1.3618582e+00
2.1687485e+05	5.7472303e-01	-1.4510192e+00
2.4508258e+05	5.8299673e-01	-1.5703029e+00
2.7695915e+05	5.7760750e-01	-1.7748704e+00
3.1298173e+05	5.8062462e-01	-1.9215697e+00
3.5368956e+05	5.8111929e-01	-2.1742574e+00
3.9969205e+05	5.7656147e-01	-2.1649595e+00
4.5167783e+05	5.7660968e-01	-2.2974023e+00
5.1042512e+05	5.7548649e-01	-2.5281659e+00
5.7681335e+05	5.7687048e-01	-2.7249898e+00
6.5183634e+05	5.7311303e-01	-2.8881615e+00
7.3661717e+05	5.6705822e-01	-3.1445668e+00
8.3242498e+05	5.6888287e-01	-3.3861351e+00
9.4069399e+05	5.6558306e-01	-3.7229629e+00
1.0630450e+06	5.6696206e-01	-4.0455849e+00
1.2013095e+06	5.6417283e-01	-4.4032938e+00
1.3575573e+06	5.6640406e-01	-4.7932826e+00
1.5341274e+06	5.5980804e-01	-5.2524533e+00
1.7336631e+06	5.5577115e-01	-5.7098550e+00
1.9591512e+06	5.5222810e-01	-6.2330274e+00
2.2139674e+06	5.4454364e-01	-6.7591611e+00
2.5019262e+06	5.4736517e-01	-7.4040075e+00
2.8273382e+06	5.4527491e-01	-8.0419105e+00
3.1950747e+06	5.4247297e-01	-8.7799443e+00
3.6106408e+06	5.3747826e-01	-9.4949975e+00
4.0802573e+06	5.3685314e-01	-1.0308812e+01
4.6109543e+06	5.3188243e-01	-1.1435043e+01
5.2106761e+06	5.2912774e-01	-1.2618443e+01
5.8884005e+06	5.1700001e-01	-1.3806544e+01
6.6542729e+06	5.1620144e-01	-1.5028216e+01
7.5197582e+06	5.0830043e-01	-1.6472397e+01
8.4978124e+06	5.0211782e-01	-1.7972106e+01
9.6030769e+06	4.9286402e-01	-1.9674478e+01
1.0852097e+07	4.8361372e-01	-2.1385234e+01
1.2263571e+07	4.7390106e-01	-2.3213397e+01
1.3858627e+07	4.6493838e-01	-2.5136157e+01
1.5661143e+07	4.4796419e-01	-2.7256263e+01
