21-Sep-2023 20:25:24 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.6850233e-01	-1.7020220e+00
6.3852298e+04	8.7161348e-01	-1.8131996e+00
7.2157221e+04	8.6879555e-01	-1.9461863e+00
8.1542320e+04	8.6502866e-01	-2.0571883e+00
9.2148088e+04	8.6367494e-01	-2.1974205e+00
1.0413329e+05	8.5894614e-01	-2.3195879e+00
1.1767734e+05	8.6208185e-01	-2.4609769e+00
1.3298300e+05	8.5883043e-01	-2.5632582e+00
1.5027938e+05	8.6612235e-01	-2.6908704e+00
1.6982540e+05	8.5396025e-01	-2.8718101e+00
1.9191367e+05	8.5288737e-01	-3.0457198e+00
2.1687485e+05	8.5433140e-01	-3.2316864e+00
2.4508258e+05	8.5287136e-01	-3.4287135e+00
2.7695915e+05	8.4944961e-01	-3.7076826e+00
3.1298173e+05	8.3595091e-01	-3.9822120e+00
3.5368956e+05	8.4134627e-01	-4.2892602e+00
3.9969205e+05	8.3087980e-01	-4.4385637e+00
4.5167783e+05	8.3298499e-01	-4.6859650e+00
5.1042512e+05	8.2557988e-01	-4.9902767e+00
5.7681335e+05	8.2025211e-01	-5.3136539e+00
6.5183634e+05	8.1075599e-01	-5.7013715e+00
7.3661717e+05	8.0227891e-01	-6.0775054e+00
8.3242498e+05	7.9756406e-01	-6.4960288e+00
9.4069399e+05	8.0118778e-01	-6.9355494e+00
1.0630450e+06	7.9908227e-01	-7.4258308e+00
1.2013095e+06	7.9183950e-01	-7.9661623e+00
1.3575573e+06	7.8631986e-01	-8.5518584e+00
1.5341274e+06	7.8065638e-01	-9.1882964e+00
1.7336631e+06	7.7188014e-01	-9.8970013e+00
1.9591512e+06	7.6632713e-01	-1.0649302e+01
2.2139674e+06	7.5893191e-01	-1.1421838e+01
2.5019262e+06	7.5031733e-01	-1.2294450e+01
2.8273382e+06	7.4287015e-01	-1.3223318e+01
3.1950747e+06	7.3143289e-01	-1.4188525e+01
3.6106408e+06	7.1540482e-01	-1.5332148e+01
4.0802573e+06	7.0793180e-01	-1.6380274e+01
4.6109543e+06	6.9453724e-01	-1.7592428e+01
5.2106761e+06	6.8322411e-01	-1.8946700e+01
5.8884005e+06	6.6718808e-01	-2.0260909e+01
6.6542729e+06	6.5455253e-01	-2.1812789e+01
7.5197582e+06	6.3997578e-01	-2.3355203e+01
8.4978124e+06	6.2318749e-01	-2.5016340e+01
9.6030769e+06	6.0229999e-01	-2.6779330e+01
1.0852097e+07	5.8459427e-01	-2.8611165e+01
1.2263571e+07	5.6548485e-01	-3.0571594e+01
1.3858627e+07	5.4394832e-01	-3.2641828e+01
1.5661143e+07	5.2329063e-01	-3.4648725e+01
