21-Sep-2023 19:10:19 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4927027e+01	1.9203989e-02	-3.4223800e+01	1.6158858e-02	-4.4101719e+01	1.3864467e-02	-5.6516417e+01	1.0908151e-02	-7.2583827e+01	7.9411821e-03	-9.5888663e+01	1.9420194e-03	-1.3501030e+02
-1.4627027e+01	1.9655970e-02	-3.2796845e+01	1.7566799e-02	-4.3880376e+01	1.4988982e-02	-5.4563582e+01	1.1568973e-02	-7.3523277e+01	8.1117460e-03	-9.4732976e+01	7.7978905e-04	-1.4477399e+02
-1.4327027e+01	2.0263311e-02	-3.2679812e+01	1.8027832e-02	-4.2872778e+01	1.4803173e-02	-5.4944231e+01	1.2112793e-02	-7.4495987e+01	8.7357953e-03	-9.5740400e+01	1.1689833e-03	-1.1736797e+02
-1.4027027e+01	2.0681195e-02	-3.2554686e+01	1.8119288e-02	-4.2189339e+01	1.5423590e-02	-5.2302192e+01	1.2536413e-02	-7.3158424e+01	8.3323957e-03	-9.5635945e+01	2.0894416e-03	2.0024797e+01
-1.3727027e+01	2.1085130e-02	-3.1911209e+01	1.8185630e-02	-4.1125172e+01	1.6054712e-02	-5.1663876e+01	1.2475033e-02	-7.0231330e+01	8.7332544e-03	-9.3788497e+01	1.8473466e-03	-4.2722399e+00
-1.3427027e+01	2.1988629e-02	-3.0491007e+01	1.9260304e-02	-3.8726693e+01	1.7035676e-02	-5.0771066e+01	1.2631035e-02	-7.0091690e+01	1.0368001e-02	-9.0607152e+01	8.2032517e-04	-1.4327927e+02
-1.3127027e+01	2.2833277e-02	-3.0157857e+01	2.0677600e-02	-4.0031266e+01	1.7634311e-02	-5.0940392e+01	1.4104216e-02	-6.7040199e+01	1.0643055e-02	-9.4123298e+01	8.1196266e-04	-1.5409381e+02
-1.2827027e+01	2.3162928e-02	-3.0038552e+01	2.0596326e-02	-3.8535481e+01	1.7437602e-02	-5.1952882e+01	1.4584888e-02	-6.5764294e+01	1.1105679e-02	-8.5541932e+01	1.0105439e-03	-5.6969961e+01
-1.2527027e+01	2.4376895e-02	-2.9585497e+01	2.2182776e-02	-3.7625401e+01	1.7914657e-02	-4.8851422e+01	1.5524213e-02	-6.3985255e+01	1.2083152e-02	-8.3229579e+01	2.3195511e-03	-2.6867412e+01
-1.2227027e+01	2.5350581e-02	-2.8820490e+01	2.3041877e-02	-3.6911802e+01	1.9056994e-02	-5.0936182e+01	1.5532164e-02	-6.4689944e+01	1.0547540e-02	-8.5388611e+01	7.5953408e-04	-9.0791346e+01
-1.1927027e+01	2.5851904e-02	-2.8237798e+01	2.3258712e-02	-3.6370810e+01	2.0778131e-02	-4.7869789e+01	1.6818888e-02	-6.3214295e+01	1.3181503e-02	-8.3741650e+01	1.3769155e-03	-1.7961252e+02
-1.1627027e+01	2.7018825e-02	-2.7455237e+01	2.4351307e-02	-3.5539936e+01	2.0216742e-02	-4.6469490e+01	1.7340152e-02	-5.9437033e+01	1.3802848e-02	-7.8683665e+01	6.1394281e-04	-6.7198016e+01
-1.1327027e+01	2.8075929e-02	-2.5491648e+01	2.4978980e-02	-3.4151498e+01	2.1781538e-02	-4.5076809e+01	1.7765258e-02	-6.2154396e+01	1.3725014e-02	-8.0666375e+01	5.4323583e-04	-1.7390221e+02
-1.1027027e+01	2.9257999e-02	-2.6535847e+01	2.6188243e-02	-3.4591134e+01	2.3003805e-02	-4.4457421e+01	1.9815756e-02	-5.9565597e+01	1.5114203e-02	-8.3519174e+01	7.2568393e-04	-2.1690227e+01
-1.0727027e+01	2.9948108e-02	-2.4717367e+01	2.7408029e-02	-3.3983371e+01	2.4327358e-02	-4.3994910e+01	1.9695066e-02	-5.5975580e+01	1.5514408e-02	-7.7631439e+01	2.3863171e-03	-1.7935416e+02
-1.0427027e+01	3.1310104e-02	-2.4792038e+01	2.8453885e-02	-3.3033362e+01	2.4240191e-02	-4.3199957e+01	2.1209013e-02	-5.5874879e+01	1.6944870e-02	-7.6108986e+01	1.5139824e-03	-8.5391523e+01
-1.0127027e+01	3.2453561e-02	-2.4363560e+01	2.9375760e-02	-3.2088034e+01	2.5355449e-02	-4.3539576e+01	2.2527553e-02	-5.6130678e+01	1.6977922e-02	-7.6827951e+01	4.1276876e-04	-1.0224962e+02
-9.8270270e+00	3.4211839e-02	-2.3167063e+01	3.1077228e-02	-3.0723710e+01	2.6947471e-02	-4.1905513e+01	2.3226924e-02	-5.4905364e+01	1.8781968e-02	-7.5195121e+01	2.6929324e-03	-9.4840706e+01
-9.5270270e+00	3.5858244e-02	-2.3105332e+01	3.3118488e-02	-3.0080384e+01	2.9086953e-02	-3.9165104e+01	2.4462448e-02	-5.3504649e+01	2.0089238e-02	-6.8920739e+01	2.2406676e-03	-7.2830517e+01
-9.2270270e+00	3.7681113e-02	-2.3288002e+01	3.4515251e-02	-2.8825986e+01	3.0470867e-02	-3.7731593e+01	2.5944509e-02	-5.1215234e+01	2.0296331e-02	-6.9527160e+01	1.8195764e-03	-1.7340606e+02
-8.9270270e+00	3.9074887e-02	-2.1359845e+01	3.6439972e-02	-2.7829446e+01	3.2925388e-02	-3.7425318e+01	2.7941534e-02	-4.8886891e+01	2.2525192e-02	-6.5803466e+01	9.2004842e-04	-4.5629365e+01
-8.6270270e+00	4.0807675e-02	-2.0903155e+01	3.8180478e-02	-2.7224058e+01	3.3806597e-02	-3.5462422e+01	2.9773577e-02	-4.8862784e+01	2.4038599e-02	-6.2688983e+01	1.3687043e-03	7.5682322e+00
-8.3270270e+00	4.3247560e-02	-2.0216723e+01	3.9770497e-02	-2.7082570e+01	3.5979448e-02	-3.5436673e+01	3.1443105e-02	-4.6633965e+01	2.5625855e-02	-6.1564467e+01	2.0437241e-03	-1.6435411e+02
-8.0270270e+00	4.5374663e-02	-1.9303403e+01	4.2135776e-02	-2.5774726e+01	3.8110341e-02	-3.3192588e+01	3.2999769e-02	-4.5737150e+01	2.7243404e-02	-5.9785202e+01	2.0747170e-03	-1.6767256e+02
-7.7270270e+00	4.8905723e-02	-1.8867122e+01	4.5212296e-02	-2.4458558e+01	4.0707792e-02	-3.2531060e+01	3.6327372e-02	-4.3310652e+01	3.0757888e-02	-5.9318797e+01	3.1488241e-03	-1.7987443e+02
-7.4270270e+00	5.1404781e-02	-1.7384384e+01	4.7481596e-02	-2.3707037e+01	4.2947748e-02	-3.0779474e+01	3.8291245e-02	-4.2224058e+01	3.1993715e-02	-5.6313975e+01	2.7537890e-03	-9.4506842e-01
-7.1270270e+00	5.5531229e-02	-1.7272465e+01	5.1642152e-02	-2.2512385e+01	4.6438436e-02	-2.9948433e+01	4.1783322e-02	-4.0445726e+01	3.4671666e-02	-5.3473934e+01	3.3887150e-03	-1.4120168e+02
-6.8270270e+00	5.8965068e-02	-1.6706955e+01	5.6111517e-02	-2.1600071e+01	5.0596613e-02	-2.8410458e+01	4.6041689e-02	-3.8057784e+01	3.9308794e-02	-5.0224018e+01	4.1006914e-03	-1.4458511e+02
-6.5270270e+00	6.2121344e-02	-1.5845704e+01	5.8022542e-02	-2.0584323e+01	5.3695066e-02	-2.7523442e+01	4.8422793e-02	-3.7095378e+01	4.1467978e-02	-4.9889469e+01	6.6065474e-03	-1.6221405e+02
-6.2270270e+00	6.8238210e-02	-1.4872547e+01	6.4872728e-02	-1.9522054e+01	5.9953500e-02	-2.6133428e+01	5.3849168e-02	-3.3788950e+01	4.6848310e-02	-4.7559796e+01	6.9952827e-03	-1.4210176e+02
-5.9270270e+00	7.3944420e-02	-1.3931114e+01	7.0087776e-02	-1.8022368e+01	6.4631919e-02	-2.4517407e+01	5.9937174e-02	-3.2653107e+01	5.1678152e-02	-4.4014894e+01	8.7213177e-03	-1.2342647e+02
-5.6270270e+00	7.9098949e-02	-1.2900082e+01	7.5281192e-02	-1.7408559e+01	7.1343824e-02	-2.3681116e+01	6.4861123e-02	-3.0856843e+01	5.6443577e-02	-4.0529517e+01	7.0714645e-03	-1.1607607e+02
-5.3270270e+00	8.9286400e-02	-1.1980998e+01	8.5158686e-02	-1.5831141e+01	8.0768450e-02	-2.1397675e+01	7.3275037e-02	-2.8172447e+01	6.5585127e-02	-3.7884071e+01	1.1359502e-02	-1.1644282e+02
-5.0270270e+00	9.7153610e-02	-1.1205452e+01	9.2709957e-02	-1.4824815e+01	8.7596716e-02	-2.0115847e+01	8.0910706e-02	-2.6506557e+01	7.2519426e-02	-3.5772145e+01	1.4410029e-02	-1.0639187e+02
-4.7270270e+00	1.1998239e-01	-9.5353375e+00	1.1558902e-01	-1.2810844e+01	1.0971555e-01	-1.7376898e+01	1.0369557e-01	-2.2192158e+01	9.3764825e-02	-3.1150838e+01	2.4298969e-02	-8.9891183e+01
-4.4270270e+00	1.3577534e-01	-8.6613350e+00	1.3165730e-01	-1.1706580e+01	1.2571450e-01	-1.5543725e+01	1.1832133e-01	-2.0919485e+01	1.0766297e-01	-2.8754353e+01	3.2726814e-02	-8.4395063e+01
-4.1270270e+00	1.5376193e-01	-7.9734768e+00	1.4917454e-01	-1.0480580e+01	1.4319030e-01	-1.4489927e+01	1.3628326e-01	-1.8875082e+01	1.2530634e-01	-2.5989679e+01	4.0691961e-02	-7.6210841e+01
-3.8270270e+00	1.7530259e-01	-7.2261003e+00	1.7048349e-01	-9.7793477e+00	1.6495144e-01	-1.3100498e+01	1.5741611e-01	-1.7663558e+01	1.4631788e-01	-2.4381105e+01	5.3025246e-02	-7.1685568e+01
-3.5270270e+00	1.9014139e-01	-6.7310213e+00	1.8530158e-01	-8.9725093e+00	1.7997565e-01	-1.2429238e+01	1.7150926e-01	-1.6470964e+01	1.6012944e-01	-2.2522886e+01	6.0484236e-02	-6.8984229e+01
-3.2270270e+00	2.0375896e-01	-6.3816162e+00	1.9966215e-01	-8.6488243e+00	1.9319008e-01	-1.1666953e+01	1.8685582e-01	-1.5745849e+01	1.7378657e-01	-2.2100730e+01	7.1017291e-02	-6.6956113e+01
-2.9270270e+00	2.4561352e-01	-5.6740769e+00	2.4075411e-01	-7.5872563e+00	2.3423847e-01	-1.0514452e+01	2.2693231e-01	-1.3954410e+01	2.1405543e-01	-1.9639625e+01	9.4213175e-02	-6.2775647e+01
-2.6270270e+00	3.0095009e-01	-4.7831032e+00	2.9620210e-01	-6.5443646e+00	2.8953737e-01	-8.9322402e+00	2.8094234e-01	-1.2265386e+01	2.6837924e-01	-1.7539787e+01	1.3060495e-01	-5.9613380e+01
-2.3270270e+00	3.1356529e-01	-4.6957468e+00	3.0834819e-01	-6.3902067e+00	3.0284159e-01	-8.9403620e+00	2.9346580e-01	-1.2199437e+01	2.8020362e-01	-1.7336326e+01	1.3661345e-01	-5.9592926e+01
-2.0270270e+00	3.6295657e-01	-4.2401546e+00	3.5726337e-01	-5.8215841e+00	3.4999724e-01	-8.1125047e+00	3.4214451e-01	-1.1079669e+01	3.2792674e-01	-1.6087465e+01	1.6909295e-01	-5.6517284e+01
-1.7270270e+00	4.0050435e-01	-3.9777514e+00	3.9581448e-01	-5.4718297e+00	3.8935680e-01	-7.6232447e+00	3.8066684e-01	-1.0426594e+01	3.6556825e-01	-1.5255652e+01	1.9364026e-01	-5.4541487e+01
-1.4270270e+00	4.3821182e-01	-3.7210361e+00	4.3304827e-01	-5.1680127e+00	4.2553885e-01	-7.1437760e+00	4.1809193e-01	-9.9124537e+00	4.0358271e-01	-1.4435550e+01	2.2028925e-01	-5.4032892e+01
-1.1270270e+00	4.6270732e-01	-3.6368244e+00	4.5776054e-01	-5.0034513e+00	4.5009793e-01	-6.8568231e+00	4.4221705e-01	-9.7310262e+00	4.2693499e-01	-1.3988829e+01	2.3707208e-01	-5.3614448e+01
-8.2702703e-01	4.8994309e-01	-3.4424294e+00	4.8460919e-01	-4.8320948e+00	4.7814907e-01	-6.7836022e+00	4.6908313e-01	-9.3732289e+00	4.5328035e-01	-1.3726217e+01	2.5549764e-01	-5.3231674e+01
-5.2702703e-01	5.1212955e-01	-3.3036781e+00	5.0731815e-01	-4.6644591e+00	5.0020558e-01	-6.4917748e+00	4.9176411e-01	-9.1340511e+00	4.7582983e-01	-1.3452545e+01	2.7185280e-01	-5.2465574e+01
-2.2702703e-01	5.2679194e-01	-3.2546880e+00	5.2175764e-01	-4.5879108e+00	5.1402721e-01	-6.4637251e+00	5.0629654e-01	-8.9452393e+00	4.9094559e-01	-1.3280170e+01	2.8075533e-01	-5.2820955e+01
7.2972973e-02	5.2852787e-01	-3.2479162e+00	5.2311557e-01	-4.5956042e+00	5.1523417e-01	-6.4496126e+00	5.0722434e-01	-8.9795974e+00	4.9176810e-01	-1.3225687e+01	2.8278552e-01	-5.2555068e+01
3.7297297e-01	5.2097872e-01	-3.2931754e+00	5.1533638e-01	-4.6295837e+00	5.0865942e-01	-6.4453985e+00	4.9944749e-01	-9.1743491e+00	4.8498812e-01	-1.3286684e+01	2.7730351e-01	-5.2532651e+01
6.7297297e-01	5.0812874e-01	-3.3570076e+00	5.0352711e-01	-4.7126192e+00	4.9669122e-01	-6.5767574e+00	4.8785984e-01	-9.1605139e+00	4.7147767e-01	-1.3497642e+01	2.6817829e-01	-5.2967935e+01
9.7297297e-01	4.8791856e-01	-3.4649671e+00	4.8280978e-01	-4.8178371e+00	4.7511034e-01	-6.7107489e+00	4.6772892e-01	-9.5051269e+00	4.5117784e-01	-1.3753981e+01	2.5313672e-01	-5.3322545e+01
