21-Sep-2023 20:25:2 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.6630746e-01	-1.6070615e+00
6.3852298e+04	8.6537432e-01	-1.7658618e+00
7.2157221e+04	8.7062055e-01	-1.8766133e+00
8.1542320e+04	8.6343327e-01	-1.9855940e+00
9.2148088e+04	8.6288181e-01	-2.1065706e+00
1.0413329e+05	8.6297865e-01	-2.2374589e+00
1.1767734e+05	8.6033093e-01	-2.3848624e+00
1.3298300e+05	8.6151081e-01	-2.4927938e+00
1.5027938e+05	8.5502575e-01	-2.6558925e+00
1.6982540e+05	8.5426450e-01	-2.8165961e+00
1.9191367e+05	8.5009940e-01	-2.9999103e+00
2.1687485e+05	8.5007350e-01	-3.1740691e+00
2.4508258e+05	8.4272937e-01	-3.3838531e+00
2.7695915e+05	8.4129419e-01	-3.6826766e+00
3.1298173e+05	8.3883723e-01	-3.9059468e+00
3.5368956e+05	8.3573376e-01	-4.2989241e+00
3.9969205e+05	8.2488423e-01	-4.4080292e+00
4.5167783e+05	8.2566991e-01	-4.7054567e+00
5.1042512e+05	8.2538410e-01	-4.9448890e+00
5.7681335e+05	8.2363749e-01	-5.2897061e+00
6.5183634e+05	8.1862609e-01	-5.6590759e+00
7.3661717e+05	8.1253796e-01	-6.0502385e+00
8.3242498e+05	8.0554578e-01	-6.4968295e+00
9.4069399e+05	8.0320244e-01	-6.9334468e+00
1.0630450e+06	7.9830256e-01	-7.4519068e+00
1.2013095e+06	7.9662979e-01	-8.0149658e+00
1.3575573e+06	7.8675383e-01	-8.5662373e+00
1.5341274e+06	7.8225764e-01	-9.2498401e+00
1.7336631e+06	7.7412040e-01	-9.9131196e+00
1.9591512e+06	7.6198402e-01	-1.0677648e+01
2.2139674e+06	7.5728902e-01	-1.1466456e+01
2.5019262e+06	7.5042831e-01	-1.2268826e+01
2.8273382e+06	7.3909115e-01	-1.3236268e+01
3.1950747e+06	7.3451812e-01	-1.4163836e+01
3.6106408e+06	7.2057979e-01	-1.5220804e+01
4.0802573e+06	7.0501762e-01	-1.6432087e+01
4.6109543e+06	6.9333652e-01	-1.7635091e+01
5.2106761e+06	6.8473577e-01	-1.8884399e+01
5.8884005e+06	6.7432235e-01	-2.0210366e+01
6.6542729e+06	6.4771109e-01	-2.1837907e+01
7.5197582e+06	6.3940971e-01	-2.3309567e+01
8.4978124e+06	6.2489825e-01	-2.4959608e+01
9.6030769e+06	6.0732998e-01	-2.6695066e+01
1.0852097e+07	5.8628421e-01	-2.8634159e+01
1.2263571e+07	5.7163575e-01	-3.0416826e+01
1.3858627e+07	5.4815849e-01	-3.2537402e+01
1.5661143e+07	5.2134251e-01	-3.4677742e+01
