21-Sep-2023 18:37:48 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.3288009e-01	-1.0302205e+00
6.3852298e+04	6.2930709e-01	-9.2946393e-01
7.2157221e+04	6.2608972e-01	-9.8387001e-01
8.1542320e+04	6.2820287e-01	-1.0625355e+00
9.2148088e+04	6.3195686e-01	-1.0956895e+00
1.0413329e+05	6.2959090e-01	-1.1976434e+00
1.1767734e+05	6.2851046e-01	-1.2890518e+00
1.3298300e+05	6.2417087e-01	-1.3469784e+00
1.5027938e+05	6.2363785e-01	-1.4620955e+00
1.6982540e+05	6.2486462e-01	-1.5248367e+00
1.9191367e+05	6.2122029e-01	-1.6352263e+00
2.1687485e+05	6.1893168e-01	-1.7782378e+00
2.4508258e+05	6.1861658e-01	-1.8810327e+00
2.7695915e+05	6.1956967e-01	-1.9306307e+00
3.1298173e+05	6.1476031e-01	-2.0563374e+00
3.5368956e+05	6.1864460e-01	-2.1138541e+00
3.9969205e+05	6.1252368e-01	-2.4309581e+00
4.5167783e+05	6.1120051e-01	-2.6488513e+00
5.1042512e+05	6.1202307e-01	-2.8314381e+00
5.7681335e+05	6.0889697e-01	-3.0710529e+00
6.5183634e+05	6.0615579e-01	-3.2760823e+00
7.3661717e+05	6.0232636e-01	-3.5783359e+00
8.3242498e+05	6.0383892e-01	-3.8610125e+00
9.4069399e+05	5.9857436e-01	-4.1898389e+00
1.0630450e+06	5.9668253e-01	-4.5568939e+00
1.2013095e+06	5.9885685e-01	-4.9803990e+00
1.3575573e+06	5.9620156e-01	-5.4139113e+00
1.5341274e+06	5.9235984e-01	-5.8463398e+00
1.7336631e+06	5.8754695e-01	-6.3298953e+00
1.9591512e+06	5.8009656e-01	-6.9144454e+00
2.2139674e+06	5.8084252e-01	-7.5238436e+00
2.5019262e+06	5.7907811e-01	-8.1629682e+00
2.8273382e+06	5.7741591e-01	-8.9049079e+00
3.1950747e+06	5.6960986e-01	-9.7948218e+00
3.6106408e+06	5.6663263e-01	-1.0616252e+01
4.0802573e+06	5.6362899e-01	-1.1536386e+01
4.6109543e+06	5.5471871e-01	-1.2593456e+01
5.2106761e+06	5.5031830e-01	-1.3688400e+01
5.8884005e+06	5.4348283e-01	-1.4927818e+01
6.6542729e+06	5.3642921e-01	-1.6113843e+01
7.5197582e+06	5.2630913e-01	-1.7593182e+01
8.4978124e+06	5.1521656e-01	-1.9138751e+01
9.6030769e+06	5.0515104e-01	-2.0856806e+01
1.0852097e+07	4.9844205e-01	-2.2620005e+01
1.2263571e+07	4.8811126e-01	-2.4511753e+01
1.3858627e+07	4.7700800e-01	-2.6514288e+01
1.5661143e+07	4.6482381e-01	-2.8696191e+01
