21-Sep-2023 18:24:24 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	7.0537144e-01	-1.1609887e+00
6.3852298e+04	7.0745583e-01	-1.1430319e+00
7.2157221e+04	7.0559332e-01	-1.2313613e+00
8.1542320e+04	7.0607141e-01	-1.3130397e+00
9.2148088e+04	7.0201204e-01	-1.3848676e+00
1.0413329e+05	7.0223421e-01	-1.4545150e+00
1.1767734e+05	7.0241548e-01	-1.5439886e+00
1.3298300e+05	6.9434218e-01	-1.6616454e+00
1.5027938e+05	6.9857091e-01	-1.7363997e+00
1.6982540e+05	7.0101678e-01	-1.8500595e+00
1.9191367e+05	6.9894685e-01	-1.9647638e+00
2.1687485e+05	6.9549563e-01	-2.1014871e+00
2.4508258e+05	6.8879721e-01	-2.2583019e+00
2.7695915e+05	6.9152372e-01	-2.4016840e+00
3.1298173e+05	6.8636489e-01	-2.5730539e+00
3.5368956e+05	6.8845261e-01	-2.9127853e+00
3.9969205e+05	6.8484656e-01	-2.9721163e+00
4.5167783e+05	6.8324236e-01	-3.1723463e+00
5.1042512e+05	6.8240790e-01	-3.3601279e+00
5.7681335e+05	6.8209589e-01	-3.6172797e+00
6.5183634e+05	6.8129230e-01	-3.8620850e+00
7.3661717e+05	6.7873685e-01	-4.1653460e+00
8.3242498e+05	6.7417675e-01	-4.5067183e+00
9.4069399e+05	6.7011849e-01	-4.8821852e+00
1.0630450e+06	6.6385963e-01	-5.2810127e+00
1.2013095e+06	6.6304151e-01	-5.7060623e+00
1.3575573e+06	6.6278400e-01	-6.1877906e+00
1.5341274e+06	6.5910582e-01	-6.6599277e+00
1.7336631e+06	6.5808846e-01	-7.2290490e+00
1.9591512e+06	6.4694836e-01	-7.8817577e+00
2.2139674e+06	6.4480899e-01	-8.5318937e+00
2.5019262e+06	6.3576072e-01	-9.3002726e+00
2.8273382e+06	6.3356662e-01	-1.0036774e+01
3.1950747e+06	6.3310645e-01	-1.0847543e+01
3.6106408e+06	6.2587945e-01	-1.1799189e+01
4.0802573e+06	6.1890444e-01	-1.2783407e+01
4.6109543e+06	6.0929716e-01	-1.3940966e+01
5.2106761e+06	6.0137332e-01	-1.5191402e+01
5.8884005e+06	5.9906987e-01	-1.6344237e+01
6.6542729e+06	5.8995918e-01	-1.7754759e+01
7.5197582e+06	5.7869809e-01	-1.9263444e+01
8.4978124e+06	5.6609809e-01	-2.0878711e+01
9.6030769e+06	5.4912048e-01	-2.2668366e+01
1.0852097e+07	5.4177471e-01	-2.4397340e+01
1.2263571e+07	5.2490719e-01	-2.6432755e+01
1.3858627e+07	5.0902577e-01	-2.8446058e+01
1.5661143e+07	4.9656115e-01	-3.0460284e+01
