21-Sep-2023 18:2:27 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5004505e+01	2.4045212e-02	-5.4876511e+01	1.9311668e-02	-6.8990952e+01	1.4714113e-02	-8.7669789e+01	9.3580875e-03	-1.1620522e+02	5.7536801e-03	-1.4174958e+02	2.5264979e-03	-1.4626176e+02
-1.4704505e+01	2.5296768e-02	-5.3137586e+01	2.0135411e-02	-6.8510729e+01	1.4676813e-02	-8.8409925e+01	1.0013650e-02	-1.1609382e+02	6.2445938e-03	-1.3862029e+02	1.0122770e-03	-1.3978140e+02
-1.4404505e+01	2.6580241e-02	-5.2076615e+01	2.1235555e-02	-6.5974293e+01	1.6090531e-02	-8.6572642e+01	9.9621787e-03	-1.1261821e+02	5.8908838e-03	-1.4194084e+02	7.3147177e-04	-1.5718718e+02
-1.4104505e+01	2.7398256e-02	-5.0521304e+01	2.1871705e-02	-6.5927898e+01	1.6683119e-02	-8.5660889e+01	1.1635664e-02	-1.0919731e+02	6.0571314e-03	-1.4206939e+02	1.6025887e-03	-2.5290830e+00
-1.3804505e+01	2.7998770e-02	-4.9739510e+01	2.2382533e-02	-6.4583088e+01	1.7713779e-02	-8.2862040e+01	1.2676420e-02	-1.0420676e+02	7.4719295e-03	-1.3382162e+02	7.0958895e-04	-1.5757194e+02
-1.3504505e+01	2.9332017e-02	-4.8896411e+01	2.3941049e-02	-6.3484825e+01	1.8512355e-02	-8.2211487e+01	1.2880923e-02	-1.0324276e+02	8.0615394e-03	-1.2989632e+02	1.5105089e-03	-8.2482223e+01
-1.3204505e+01	3.1072227e-02	-4.8674956e+01	2.5187135e-02	-6.1063522e+01	1.8824918e-02	-7.7859812e+01	1.2873303e-02	-9.8003636e+01	8.1680150e-03	-1.3608255e+02	1.5329662e-03	-5.6666895e+01
-1.2904505e+01	3.2397139e-02	-4.6998845e+01	2.6333373e-02	-5.9493210e+01	2.0342619e-02	-7.6006057e+01	1.4738890e-02	-9.7795187e+01	9.1130215e-03	-1.2703737e+02	1.5459667e-03	-7.5032334e+01
-1.2604505e+01	3.3398707e-02	-4.5641534e+01	2.7460006e-02	-5.8981269e+01	2.1438234e-02	-7.6084456e+01	1.5808625e-02	-9.6784902e+01	1.0044945e-02	-1.2007009e+02	2.1847794e-03	-5.6967452e+01
-1.2304505e+01	3.4886986e-02	-4.4869245e+01	2.9062311e-02	-5.7152707e+01	2.2611682e-02	-7.3325979e+01	1.6167313e-02	-9.4105571e+01	1.0481927e-02	-1.2527277e+02	1.0857742e-03	-5.1216502e+01
