21-Sep-2023 18:3:14 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4647447e+01	2.5552846e-02	-5.2331773e+01	2.0447986e-02	-6.8034715e+01	1.5107834e-02	-8.6073390e+01	1.1028001e-02	-1.0771302e+02	6.6621067e-03	-1.4440927e+02	2.1995054e-04	-1.0141821e+02
-1.4347447e+01	2.6523863e-02	-5.1492385e+01	2.1328801e-02	-6.6293861e+01	1.5465657e-02	-8.7694172e+01	9.8994948e-03	-1.1081120e+02	6.7063655e-03	-1.3369477e+02	1.5816024e-03	-9.5084867e+00
-1.4047447e+01	2.7621868e-02	-4.9675118e+01	2.2232741e-02	-6.4312094e+01	1.6949059e-02	-8.3004206e+01	1.1981981e-02	-1.1336255e+02	7.6084183e-03	-1.3920416e+02	3.3987018e-03	-4.5251537e+01
-1.3747447e+01	2.8694231e-02	-4.9396411e+01	2.3169104e-02	-6.3301118e+01	1.7145819e-02	-8.3644091e+01	1.1889059e-02	-1.0745449e+02	7.7699573e-03	-1.3847853e+02	2.2425791e-03	-7.4468142e+01
-1.3447447e+01	3.0079746e-02	-4.9153430e+01	2.4409014e-02	-6.2977599e+01	1.8923586e-02	-8.0306655e+01	1.2785569e-02	-1.0699750e+02	7.7497819e-03	-1.3014631e+02	1.6334269e-03	-8.5563423e+01
-1.3147447e+01	3.1173584e-02	-4.7529150e+01	2.5070797e-02	-6.0807222e+01	1.9282065e-02	-7.9498879e+01	1.3428650e-02	-1.0022275e+02	8.0550612e-03	-1.2448547e+02	1.0278011e-04	-1.2232511e+02
-1.2847447e+01	3.2636367e-02	-4.6280106e+01	2.6533675e-02	-6.1132971e+01	2.0729435e-02	-7.8482572e+01	1.4378920e-02	-1.0079080e+02	8.8136751e-03	-1.2638430e+02	6.1396568e-04	1.5752074e+01
-1.2547447e+01	3.3386110e-02	-4.5615844e+01	2.7712614e-02	-5.7906647e+01	2.1389278e-02	-7.3500552e+01	1.5074292e-02	-9.6897894e+01	9.5417542e-03	-1.2309667e+02	2.8894476e-03	-2.4137028e+01
-1.2247447e+01	3.4746119e-02	-4.4442223e+01	2.9206538e-02	-5.7919797e+01	2.2655884e-02	-7.2449944e+01	1.5119227e-02	-9.6133361e+01	1.0553198e-02	-1.1991537e+02	2.6371158e-03	-5.0180673e+01
-1.1947447e+01	3.6151874e-02	-4.4007636e+01	2.9397683e-02	-5.5782634e+01	2.3430486e-02	-7.1071865e+01	1.6852578e-02	-9.2215422e+01	1.1140583e-02	-1.2254982e+02	1.5699677e-03	-3.1205004e+01
-1.1647447e+01	3.8106360e-02	-4.2665712e+01	3.1671789e-02	-5.5122222e+01	2.5202109e-02	-7.2327243e+01	1.8487217e-02	-9.2649317e+01	1.1508796e-02	-1.1627566e+02	6.9864451e-04	-1.2667647e+02
-1.1347447e+01	3.9892552e-02	-4.2793972e+01	3.3380926e-02	-5.3578373e+01	2.6365582e-02	-6.9394976e+01	1.9510260e-02	-9.0916367e+01	1.2892393e-02	-1.1590836e+02	3.5608042e-04	-1.6802332e+02
-1.1047447e+01	4.1882754e-02	-4.1031998e+01	3.5074588e-02	-5.2522178e+01	2.8068320e-02	-6.6544463e+01	2.0854960e-02	-8.7338874e+01	1.3656303e-02	-1.0956034e+02	7.5554574e-04	5.9518908e+00
-1.0747447e+01	4.4092630e-02	-3.9194338e+01	3.7172646e-02	-4.9967177e+01	3.0107127e-02	-6.4670208e+01	2.2712175e-02	-8.3368054e+01	1.5918224e-02	-1.1112095e+02	1.2347173e-03	-1.2118706e+02
-1.0447447e+01	4.5712057e-02	-3.8723746e+01	3.9270655e-02	-4.9364658e+01	3.1595744e-02	-6.2865201e+01	2.3403084e-02	-8.0738435e+01	1.6340720e-02	-1.0631260e+02	5.9418244e-04	-5.5980145e+01
-1.0147447e+01	4.9326256e-02	-3.7149497e+01	4.2032747e-02	-4.7879445e+01	3.5166707e-02	-6.1761602e+01	2.6375072e-02	-7.8285489e+01	1.7958071e-02	-9.9902688e+01	1.9336166e-03	-2.5670537e+01
-9.8474474e+00	5.0754529e-02	-3.6475296e+01	4.3665707e-02	-4.6715190e+01	3.4608965e-02	-6.1491193e+01	2.7056474e-02	-7.8089417e+01	1.9097809e-02	-1.0406742e+02	2.3189966e-03	-8.0667892e+01
-9.5474474e+00	5.4239675e-02	-3.5386304e+01	4.6726975e-02	-4.5655060e+01	3.8174781e-02	-5.8292690e+01	2.9921275e-02	-7.4824181e+01	2.0934631e-02	-9.4732446e+01	1.5265764e-03	-5.9680192e+01
-9.2474474e+00	5.6197681e-02	-3.3930764e+01	4.8866779e-02	-4.4018493e+01	4.0460602e-02	-5.7238408e+01	3.1857051e-02	-7.2939108e+01	2.2606209e-02	-9.4369765e+01	2.3715153e-03	1.4499688e+00
-8.9474474e+00	6.0062546e-02	-3.2799256e+01	5.2651044e-02	-4.2471026e+01	4.3637903e-02	-5.3767574e+01	3.4083547e-02	-7.0955282e+01	2.5041384e-02	-9.0771660e+01	1.4283664e-03	-1.1550246e+02
-8.6474474e+00	6.3521282e-02	-3.1712733e+01	5.4975390e-02	-4.1141179e+01	4.6040954e-02	-5.1672625e+01	3.7115002e-02	-6.8337244e+01	2.7103415e-02	-8.8646949e+01	9.1850496e-04	-7.0626450e+01
-8.3474474e+00	6.7506448e-02	-3.0363831e+01	5.9358637e-02	-3.9131621e+01	5.0151241e-02	-5.0424092e+01	4.0470028e-02	-6.4975610e+01	2.9667088e-02	-8.4516038e+01	1.6241050e-03	-1.0454694e+02
-8.0474474e+00	7.2630522e-02	-2.9154744e+01	6.3988021e-02	-3.7890008e+01	5.4422705e-02	-4.9299597e+01	4.3887860e-02	-6.3466368e+01	3.2085605e-02	-8.2528948e+01	1.9047258e-03	-1.7551139e+02
-7.7474474e+00	7.7452372e-02	-2.7975029e+01	6.8461114e-02	-3.6077731e+01	5.9288607e-02	-4.5994542e+01	4.8592604e-02	-6.0452368e+01	3.6482797e-02	-7.8443529e+01	2.2279065e-03	-3.1381578e+01
-7.4474474e+00	8.2330838e-02	-2.7004226e+01	7.2977459e-02	-3.4538633e+01	6.2792754e-02	-4.4378057e+01	5.1338677e-02	-5.7490484e+01	3.9590065e-02	-7.5306032e+01	7.0165571e-04	-4.7745618e+01
-7.1474474e+00	8.8423625e-02	-2.5741093e+01	7.9344408e-02	-3.3253124e+01	6.9176613e-02	-4.2308167e+01	5.6094382e-02	-5.5251708e+01	4.3694320e-02	-7.1534763e+01	1.2030499e-03	-1.6269466e+02
-6.8474474e+00	9.6162732e-02	-2.4296843e+01	8.6555050e-02	-3.1252117e+01	7.5992082e-02	-4.0993072e+01	6.3873409e-02	-5.2346859e+01	5.0109462e-02	-6.8144571e+01	3.2584534e-03	-1.6885354e+02
-6.5474474e+00	1.0433726e-01	-2.2832050e+01	9.3962328e-02	-2.9207915e+01	8.2662512e-02	-3.8376766e+01	6.9425019e-02	-4.8939179e+01	5.5700895e-02	-6.3956371e+01	2.9129641e-03	-1.4924647e+02
-6.2474474e+00	1.1480936e-01	-2.1586207e+01	1.0518646e-01	-2.7656577e+01	9.2842156e-02	-3.6262632e+01	7.9010242e-02	-4.6671023e+01	6.4443035e-02	-5.9257898e+01	7.8817563e-03	-1.1650924e+02
-5.9474474e+00	1.2112413e-01	-2.0645168e+01	1.1075892e-01	-2.6712288e+01	9.8778243e-02	-3.4236727e+01	8.4390423e-02	-4.4486296e+01	6.7525390e-02	-5.7541583e+01	6.1581376e-03	-1.2207488e+02
-5.6474474e+00	1.3410296e-01	-1.9065554e+01	1.2358138e-01	-2.4814187e+01	1.1116254e-01	-3.1894722e+01	9.6399414e-02	-4.0851231e+01	7.8427818e-02	-5.3503154e+01	7.7622815e-03	-1.1131688e+02
-5.3474474e+00	1.4648410e-01	-1.7906314e+01	1.3537396e-01	-2.3139166e+01	1.2203844e-01	-2.9551314e+01	1.0710671e-01	-3.8651240e+01	8.9398129e-02	-4.9663488e+01	1.2043591e-02	-1.0641382e+02
-5.0474474e+00	1.6057446e-01	-1.6732680e+01	1.4949105e-01	-2.1603442e+01	1.3636517e-01	-2.7860405e+01	1.1956776e-01	-3.6211095e+01	1.0025173e-01	-4.6653889e+01	1.5962016e-02	-1.0126517e+02
-4.7474474e+00	1.8576562e-01	-1.4927572e+01	1.7376118e-01	-1.9460468e+01	1.5960329e-01	-2.5268696e+01	1.4220738e-01	-3.2571383e+01	1.2128008e-01	-4.1751391e+01	2.2800397e-02	-8.9976859e+01
-4.4474474e+00	2.0697723e-01	-1.3849913e+01	1.9476929e-01	-1.7828177e+01	1.7963075e-01	-2.3086523e+01	1.6186690e-01	-2.9894501e+01	1.3980918e-01	-3.8654221e+01	3.0279748e-02	-8.0567168e+01
-4.1474474e+00	2.3173843e-01	-1.2656093e+01	2.1916515e-01	-1.6445570e+01	2.0398093e-01	-2.1573895e+01	1.8507023e-01	-2.7630042e+01	1.6205575e-01	-3.5520629e+01	3.9635415e-02	-7.4514758e+01
-3.8474474e+00	2.5658160e-01	-1.1732768e+01	2.4410861e-01	-1.5247453e+01	2.2783544e-01	-1.9946277e+01	2.0826414e-01	-2.5237967e+01	1.8517130e-01	-3.3185901e+01	5.0333782e-02	-7.2492909e+01
-3.5474474e+00	2.9326771e-01	-1.0590441e+01	2.8064952e-01	-1.3808081e+01	2.6418305e-01	-1.8253600e+01	2.4366776e-01	-2.3296289e+01	2.1731194e-01	-3.0187862e+01	6.8741589e-02	-7.0835273e+01
-3.2474474e+00	3.3430486e-01	-9.7101819e+00	3.2116407e-01	-1.2607466e+01	3.0396596e-01	-1.6645067e+01	2.8364742e-01	-2.1327114e+01	2.5620596e-01	-2.7680668e+01	8.8862961e-02	-6.7092852e+01
-2.9474474e+00	3.8225447e-01	-8.7397313e+00	3.6872689e-01	-1.1357328e+01	3.5095147e-01	-1.5027006e+01	3.3005817e-01	-1.9537743e+01	3.0058777e-01	-2.5662750e+01	1.1196837e-01	-6.3369719e+01
-2.6474474e+00	4.1037277e-01	-8.2814228e+00	3.9674638e-01	-1.0859764e+01	3.7794653e-01	-1.4193601e+01	3.5677258e-01	-1.8651963e+01	3.2645979e-01	-2.4478986e+01	1.2800902e-01	-6.3715543e+01
-2.3474474e+00	4.5860440e-01	-7.6673588e+00	4.4461291e-01	-1.0039995e+01	4.2607246e-01	-1.3219280e+01	4.0275986e-01	-1.7385523e+01	3.7232878e-01	-2.2939134e+01	1.5420732e-01	-6.2039854e+01
-2.0474474e+00	4.9168097e-01	-7.2934831e+00	4.7725587e-01	-9.5707048e+00	4.5898959e-01	-1.2598857e+01	4.3629863e-01	-1.6670301e+01	4.0421858e-01	-2.2062398e+01	1.7429506e-01	-6.1299669e+01
-1.7474474e+00	5.4937767e-01	-6.7295744e+00	5.3475817e-01	-8.8952581e+00	5.1591161e-01	-1.1848145e+01	4.9246224e-01	-1.5638651e+01	4.5836006e-01	-2.0655178e+01	2.0807247e-01	-5.9471306e+01
-1.4474474e+00	5.9867813e-01	-6.3015397e+00	5.8372768e-01	-8.3338676e+00	5.6504649e-01	-1.1108741e+01	5.4029556e-01	-1.4767768e+01	5.0578130e-01	-1.9690340e+01	2.3614746e-01	-5.8394289e+01
-1.1474474e+00	6.2780533e-01	-6.0653138e+00	6.1273717e-01	-8.0822781e+00	5.9321707e-01	-1.0737460e+01	5.6821572e-01	-1.4270707e+01	5.3459554e-01	-1.9062893e+01	2.5598760e-01	-5.7998731e+01
-8.4744745e-01	6.6144886e-01	-5.8052008e+00	6.4636405e-01	-7.7406855e+00	6.2731994e-01	-1.0221294e+01	6.0233239e-01	-1.3766353e+01	5.6868112e-01	-1.8574669e+01	2.7669913e-01	-5.7158174e+01
-5.4744745e-01	6.8478973e-01	-5.6679713e+00	6.6996986e-01	-7.5127591e+00	6.4985216e-01	-1.0048781e+01	6.2608400e-01	-1.3603058e+01	5.9166810e-01	-1.8119435e+01	2.9202364e-01	-5.7361291e+01
-2.4744745e-01	7.0073175e-01	-5.5669133e+00	6.8573009e-01	-7.4728949e+00	6.6688426e-01	-9.9184982e+00	6.4147623e-01	-1.3328564e+01	6.0786507e-01	-1.7943324e+01	3.0254542e-01	-5.6818366e+01
5.2552553e-02	7.0221877e-01	-5.5268877e+00	6.8698746e-01	-7.3522717e+00	6.6787224e-01	-9.8590023e+00	6.4295122e-01	-1.3235059e+01	6.0754292e-01	-1.7881804e+01	3.0284345e-01	-5.6807433e+01
3.5255255e-01	6.9686073e-01	-5.5652810e+00	6.8205213e-01	-7.4368533e+00	6.6317533e-01	-9.9783875e+00	6.3824898e-01	-1.3394580e+01	6.0433189e-01	-1.8001032e+01	2.9966867e-01	-5.6933775e+01
6.5255255e-01	6.8319323e-01	-5.6238439e+00	6.6856228e-01	-7.5694105e+00	6.4937731e-01	-1.0080675e+01	6.2504809e-01	-1.3583405e+01	5.9068313e-01	-1.8176146e+01	2.8960855e-01	-5.7150747e+01
